DateTime,RelTime,TPM1,TPM2.5,TPM10,PM1,PM2.5,PM10,CO2,TempC,Humidity,NO,CO,NO2,O3,X
2015-12-13 20:57:00,59455,93,131,193,61,87,128,958.5,12.29,74.89,23.96,96.71,-29.73,1833.08,NA
2015-12-13 20:58:00,118310,97,135,190,63,89,126,933.58,12.42,74,21.35,95.75,-27.19,1821.87,NA
2015-12-13 20:59:00,177158,94,131,187,62,86,123,905.93,12.46,73.8,21.02,102.95,-9.28,1782.39,NA
2015-12-13 21:00:00,236006,94,133,194,62,88,128,890.52,12.45,73.73,17.38,97.67,-27.45,1769.18,NA
2015-12-13 21:01:00,294853,94,135,195,62,88,129,891.31,12.43,73.84,21.69,101.03,-25.4,1622.64,NA
2015-12-13 21:02:00,353700,96,136,200,63,90,132,885.96,12.44,73.93,20.03,102.95,-19.52,1547.59,NA
2015-12-13 21:03:00,412548,93,134,195,61,88,129,888.05,12.43,74.01,21.02,100.07,-16.45,1590.29,NA
2015-12-13 21:04:00,471395,95,135,194,62,89,128,884.05,12.43,74.11,19.37,100.07,-27.96,1605.98,NA
2015-12-13 21:07:00,647938,93,132,188,61,87,124,876.23,12.48,73.72,20.03,99.59,-12.61,1942.41,NA
2015-12-13 21:08:00,706785,91,130,193,60,86,127,884.23,12.53,73.49,20.36,94.31,-31.29,2323.58,NA
2015-12-13 21:09:00,765633,93,130,197,61,85,130,875.02,12.53,73.61,19.7,98.15,-21.05,2106.43,NA
2015-12-13 21:10:00,824480,96,137,202,63,90,134,877.67,12.53,73.66,24.34,102.47,-14.4,1864.17,NA
2015-12-13 21:11:00,883328,100,142,201,66,93,133,874.51,12.52,73.79,23.67,102.95,-28.73,1728.53,NA
2015-12-13 21:12:00,942176,100,140,203,65,93,139,881.07,12.48,73.92,18.37,96.71,-16.96,1632.57,NA
2015-12-13 21:13:00,1001023,98,136,204,64,89,138,880.98,12.48,73.83,18.7,93.83,-20.8,1605.22,NA
2015-12-13 21:14:00,1059870,100,139,191,66,91,128,869.66,12.49,73.84,21.02,100.55,-30.52,1601.41,NA
2015-12-13 21:16:00,1177565,103,148,217,67,97,145,876.23,12.43,74.03,22.35,95.27,-9.54,1775.42,NA
2015-12-13 21:17:00,1236413,96,138,203,64,91,134,877.86,12.41,74.19,21.35,96.23,-13.89,1709.42,NA
2015-12-13 21:18:00,1295260,103,147,206,68,96,136,870.5,12.44,73.87,20.03,95.75,-8.77,1633.95,NA
2015-12-13 21:19:00,1354108,105,149,209,69,98,138,886.24,12.44,73.77,17.38,94.31,-19.52,1561.26,NA
2015-12-13 21:20:00,1412955,106,150,212,70,99,140,869.62,12.42,73.63,21.02,93.83,-23.36,1488.71,NA
2015-12-13 21:21:00,1471803,106,152,224,69,99,146,869.29,12.44,73.77,24.01,99.59,-24.38,1456.09,NA
2015-12-13 21:22:00,1530650,109,153,226,71,101,149,880.28,12.4,73.78,20.36,93.83,-22.84,1446.43,NA
2015-12-13 21:23:00,1589497,112,158,229,74,104,151,881.21,12.33,73.89,19.7,96.71,-16.96,1398.71,NA
2015-12-13 21:24:00,1648344,115,164,239,76,108,158,875.76,12.26,74.15,19.03,92.87,-12.61,1414.26,NA
2015-12-13 21:25:00,1707192,111,156,233,73,103,154,872.78,12.26,74.16,20.36,97.67,-29.24,1403.99,NA
2015-12-13 21:27:00,1824887,109,155,235,71,102,156,882,12.23,74.07,18.04,89.51,-24.63,1347.16,NA
2015-12-13 21:28:00,1883743,115,161,239,75,106,158,886.7,12.25,74.08,21.02,98.63,-16.7,1300.58,NA
2015-12-13 21:29:00,1942590,113,161,236,74,106,156,885.17,12.26,74.06,19.37,98.15,-27.45,1317.22,NA
2015-12-13 21:30:00,2001438,113,159,236,74,104,156,883.12,12.29,74.1,23.34,98.15,-31.54,1319.69,NA
2015-12-13 21:31:00,2060285,115,162,240,75,107,159,886.1,12.29,74.13,23.34,96.71,-15.17,1306.69,NA
2015-12-13 21:32:00,2119132,112,158,238,74,104,157,889.35,12.23,74.23,21.02,90.95,-27.45,1317.75,NA
2015-12-13 21:33:00,2177980,115,165,232,76,109,154,889.82,12.22,74.54,24.67,104.87,-22.84,1298.23,NA
2015-12-13 21:34:00,2236828,115,160,241,75,106,160,893.03,12.22,74.42,18.7,97.19,-23.36,1283.23,NA
2015-12-13 21:34:00,2295676,116,164,231,76,108,153,891.22,12.29,74.09,16.71,82.78,-18.75,1267.91,NA
2015-12-13 21:35:00,2354523,113,161,230,74,106,152,888.75,12.3,73.84,22.68,94.79,-28.22,1285.27,NA
2015-12-13 21:36:00,2413371,115,162,236,76,107,156,889.68,12.28,73.73,19.37,96.71,-29.24,1272.61,NA
2015-12-13 21:37:00,2472218,109,154,228,71,101,151,889.91,12.28,73.79,19.03,91.43,-21.82,1240.99,NA
2015-12-13 21:38:00,2531065,116,163,233,76,108,154,888.14,12.3,73.32,19.03,88.55,-21.05,1209.36,NA
2015-12-13 21:39:00,2589914,114,160,231,75,106,153,888.8,12.32,73.3,13.07,86.63,-17.73,1215.4,NA
2015-12-13 21:40:00,2648761,115,161,237,75,106,156,888.7,12.28,73.27,22.02,95.75,-23.61,1208.99,NA
2015-12-13 21:41:00,2707609,112,158,235,73,104,155,890.75,12.29,73.27,18.7,89.99,-29.24,1226.37,NA
2015-12-13 21:42:00,2766456,111,158,226,73,104,149,892.52,12.31,73.25,21.02,97.19,-22.33,1225.99,NA
2015-12-13 21:43:00,2825304,107,153,232,70,101,153,889.68,12.32,73.6,21.35,95.75,-29.5,1231.48,NA
2015-12-13 21:44:00,2884152,109,153,233,72,101,154,889.63,12.36,73.28,17.71,86.63,-14.4,1198.85,NA
2015-12-13 21:45:00,2943000,112,159,233,74,105,154,886.47,12.37,73.21,19.37,92.87,-19.26,1204.57,NA
2015-12-13 21:46:00,3001847,107,153,224,70,101,148,883.86,12.4,73.28,19.03,88.07,-21.31,1218.67,NA
2015-12-13 21:47:00,3060695,113,158,228,74,104,151,880.18,12.41,73.23,20.03,96.71,-30.26,1217.92,NA
2015-12-13 21:48:00,3119542,112,157,230,73,104,152,887.63,12.41,73.27,15.72,86.15,-31.29,1211.57,NA
2015-12-13 21:49:00,3178389,110,157,241,72,104,159,887.31,12.42,72.82,9.42,81.34,-24.63,1194.76,NA
2015-12-13 21:50:00,3237238,110,155,227,72,102,150,879.49,12.39,72.25,9.09,79.9,-20.29,1178.25,NA
2015-12-13 21:51:00,3296085,115,164,240,75,108,159,882.93,12.37,72.34,18.04,90.47,-28.47,1174.77,NA
2015-12-13 21:52:00,3354933,111,157,225,73,104,149,886,12.35,72.8,19.37,89.51,-18.49,1175.04,NA
2015-12-13 21:53:00,3413780,108,152,225,71,100,148,885.35,12.36,72.73,13.07,82.3,-21.31,1177.68,NA
2015-12-13 21:54:00,3472628,114,157,242,75,103,160,886.05,12.35,72.37,15.39,87.59,-36.4,1195.6,NA
2015-12-13 21:55:00,3531475,112,159,233,73,105,154,884.75,12.35,72.61,20.36,97.67,-20.03,1159.47,NA
2015-12-13 21:56:00,3590332,111,155,234,73,102,154,884.51,12.34,72.78,19.03,84.22,-22.33,1159.77,NA
2015-12-13 21:57:00,3649179,111,158,226,73,105,149,886.75,12.31,72.88,19.37,90.95,-15.94,1212.72,NA
2015-12-13 21:58:00,3708026,114,161,230,74,106,153,887.4,12.28,72.84,16.38,90.47,-30.01,1195.46,NA
2015-12-13 21:59:00,3766874,113,161,230,74,106,152,893.26,12.25,73.1,20.69,93.35,-31.8,1163.46,NA
2015-12-13 22:00:00,3825721,112,158,226,73,104,150,891.5,12.26,73.12,13.07,85.19,-8.77,1125.24,NA
2015-12-13 22:01:00,3884570,112,159,231,74,105,153,890.89,12.23,72.68,14.73,80.38,-21.31,1136.17,NA
2015-12-13 22:02:00,3943418,112,160,230,74,105,152,889.82,12.22,72.8,18.04,80.86,-24.12,1138.29,NA
2015-12-13 22:03:00,4002265,118,167,245,78,110,162,890.75,12.19,72.78,16.71,89.99,-27.96,1141.42,NA
2015-12-13 22:04:00,4061112,114,163,239,74,107,158,888.61,12.18,73.05,20.03,94.79,-21.05,1135.26,NA
2015-12-13 22:05:00,4119960,111,160,229,73,105,151,892.85,12.16,73.12,18.7,90.95,-27.19,1129.23,NA
2015-12-13 22:06:00,4178807,112,158,238,73,104,157,889.91,12.16,73.27,22.68,97.19,-23.1,1112.58,NA
2015-12-13 22:07:00,4237656,111,158,228,73,104,151,889.4,12.15,73.29,20.36,90.95,-29.75,1129.91,NA
2015-12-13 22:08:00,4296503,115,163,245,75,108,162,894.43,12.14,73.4,19.7,97.67,-22.59,1123.37,NA
2015-12-13 22:09:00,4355351,109,152,227,71,100,150,892.1,12.19,73.58,21.69,94.31,-17.73,1110.3,NA
2015-12-13 22:10:00,4414198,111,155,225,73,102,149,890.05,12.28,73.16,18.04,89.99,-18.49,1120.38,NA
2015-12-13 22:11:00,4473045,113,159,234,74,105,155,887.17,12.31,73.03,20.36,96.23,-28.73,1130.48,NA
2015-12-13 22:12:00,4531893,113,159,233,75,105,154,890.15,12.3,73.05,20.69,92.87,-13.63,1082.09,NA
2015-12-13 22:13:00,4590741,112,160,229,73,106,151,889.68,12.25,73.25,21.02,94.79,-21.05,1060.11,NA
2015-12-13 22:14:00,4649589,114,162,227,75,107,150,890.89,12.23,73.33,20.36,97.19,-20.03,1042.28,NA
2015-12-13 22:15:00,4708436,114,161,231,75,106,153,890.05,12.21,73.44,20.36,93.35,-32.05,1044.03,NA
2015-12-13 22:16:00,4767283,116,163,237,76,108,157,890.61,12.21,73.76,25,101.03,-20.29,1022.17,NA
2015-12-13 22:17:00,4826131,118,168,236,77,111,156,890.47,12.22,73.9,23.67,97.67,-25.66,1024.45,NA
2015-12-13 22:18:00,4884980,116,163,241,76,107,159,889.87,12.24,73.48,16.38,88.55,-22.08,1021.7,NA
2015-12-13 22:19:00,4943827,116,164,234,76,108,155,888.05,12.26,73.49,21.69,96.71,-26.68,1028.61,NA
2015-12-13 22:20:00,5002674,111,157,230,73,104,152,890.1,12.26,73.67,22.68,97.19,-16.96,1009.82,NA
2015-12-13 22:21:00,5061522,115,162,233,75,107,154,890.56,12.26,73.51,18.7,94.31,-28.22,1024.08,NA
2015-12-13 22:22:00,5120369,118,163,237,77,108,157,889.12,12.27,73.39,20.69,95.27,-23.36,1003.13,NA
2015-12-13 22:23:00,5179216,116,164,232,76,108,153,888.33,12.28,73.58,21.35,94.31,-21.05,994.94,NA
2015-12-13 22:24:00,5238065,114,160,236,75,105,156,889.54,12.29,73.21,17.05,84.22,-22.84,999.73,NA
2015-12-13 22:25:00,5296920,114,162,232,75,107,154,889.49,12.33,73.14,25.66,101.51,-16.19,1124.29,NA
2015-12-13 22:25:00,5355768,116,165,237,76,109,156,891.54,12.36,73.25,19.03,94.79,-28.98,1351.06,NA
2015-12-13 22:26:00,5414615,108,154,223,71,101,148,887.96,12.4,72.95,17.05,86.15,-16.45,1129.4,NA
2015-12-13 22:27:00,5473462,112,159,236,74,105,156,887.4,12.45,72.61,21.69,93.35,-19.01,1109.59,NA
2015-12-13 22:28:00,5532309,112,160,237,74,105,157,886.1,12.48,72.98,24.01,104.39,-20.03,1094.83,NA
2015-12-13 22:29:00,5591158,117,162,234,77,107,155,883.86,12.49,73.02,22.02,97.67,-20.8,1037.13,NA
2015-12-13 22:30:00,5650005,116,165,237,76,109,157,887.12,12.45,73.2,18.7,91.91,-20.03,1008.65,NA
2015-12-13 22:31:00,5708852,116,163,235,76,108,156,885.63,12.41,72.97,18.04,88.07,-31.03,1010.43,NA
2015-12-13 22:32:00,5767699,118,166,235,77,109,156,883.07,12.38,72.69,18.37,85.67,-20.03,979.22,NA
2015-12-13 22:33:00,5826547,114,161,237,75,106,157,882.84,12.36,73.16,23.01,101.51,-17.47,965.4,NA
2015-12-13 22:34:00,5885394,120,169,250,79,112,166,884.93,12.32,73.17,19.03,95.75,-17.47,943.32,NA
2015-12-13 22:35:00,5944242,114,160,233,74,106,154,888.7,12.3,73.16,19.7,91.91,-16.96,946.76,NA
2015-12-13 22:36:00,6003090,115,161,230,75,106,152,884.19,12.33,73,21.35,92.87,-31.29,949.86,NA
2015-12-13 22:37:00,6061937,119,167,232,78,110,154,887.91,12.33,72.94,21.69,95.27,-19.52,930.1,NA
2015-12-13 22:38:00,6120784,116,163,239,76,107,158,890.38,12.35,73.26,23.01,93.83,-19.52,949.02,NA
2015-12-13 22:39:00,6179631,117,163,239,77,107,158,886.84,12.36,73.02,20.36,88.07,-14.14,948.84,NA
2015-12-13 22:40:00,6238480,114,160,227,74,105,150,886.75,12.39,73.07,20.69,96.71,-18.24,950.78,NA
2015-12-13 22:41:00,6297327,115,161,233,75,106,154,884.19,12.4,72.77,15.39,85.67,-18.49,960.1,NA
2015-12-13 22:42:00,6356174,115,163,238,76,107,158,890.29,12.41,72.84,23.67,102.95,-24.12,964.86,NA
2015-12-13 22:43:00,6415021,114,161,236,75,106,156,884.42,12.45,73.15,24.34,97.19,-22.08,957.06,NA
2015-12-13 22:44:00,6473869,119,168,248,78,110,164,883.3,12.47,72.87,17.71,87.59,-33.08,974.62,NA
2015-12-13 22:45:00,6532716,121,168,236,79,111,156,883.26,12.44,72.92,19.7,91.43,-12.61,934.45,NA
2015-12-13 22:46:00,6591564,120,166,234,79,109,155,887.03,12.41,73.06,20.36,97.19,-25.91,963.87,NA
2015-12-13 22:47:00,6650412,118,165,243,77,109,161,885.68,12.4,73.18,22.68,94.31,-17.73,946.86,NA
2015-12-13 22:48:00,6709259,118,162,243,77,107,161,886.75,12.4,73.17,21.35,98.15,-21.82,950.9,NA
2015-12-13 22:49:00,6768106,119,166,248,78,109,164,887.35,12.39,73.2,18.7,93.83,-23.87,964.48,NA
2015-12-13 22:50:00,6826953,118,164,244,77,108,162,883.82,12.36,73.28,21.02,94.79,-11.59,940.8,NA
2015-12-13 22:51:00,6885801,117,164,235,77,108,155,886.28,12.34,73.39,20.69,94.31,-29.75,960.17,NA
2015-12-13 22:52:00,6944649,118,165,235,77,109,155,881.72,12.33,73.45,20.03,93.83,-19.77,944.68,NA
2015-12-13 22:53:00,7003497,114,163,237,75,108,157,887.45,12.36,73.35,23.01,101.03,-17.47,945.43,NA
2015-12-13 22:54:00,7062352,116,164,237,76,108,157,883.07,12.38,73.2,18.04,93.83,-31.29,974.56,NA
2015-12-13 22:55:00,7121199,114,160,224,75,105,148,885.77,12.41,72.92,19.03,89.03,-16.45,958.61,NA
2015-12-13 22:56:00,7180046,119,166,246,78,110,163,882.88,12.43,72.94,19.37,93.83,-18.49,955.89,NA
2015-12-13 22:57:00,7238894,115,165,238,76,109,158,884.33,12.41,73.03,22.35,97.67,-11.84,951.17,NA
2015-12-13 22:58:00,7297740,116,162,240,76,107,159,885.91,12.41,72.82,15.39,83.26,-21.82,964.04,NA
2015-12-13 22:59:00,7356588,116,163,234,76,108,155,885.3,12.39,72.74,20.03,88.55,-18.24,950.78,NA
2015-12-13 23:00:00,7415435,120,167,233,79,110,154,883.12,12.36,73.05,23.34,99.59,-22.33,958.5,NA
2015-12-13 23:01:00,7474282,121,169,239,79,112,158,889.54,12.34,73.41,24.34,102.47,-16.45,955.98,NA
2015-12-13 23:02:00,7533130,119,167,243,78,110,161,884,12.28,73.6,18.37,95.27,-10.05,947.43,NA
2015-12-13 23:03:00,7591978,122,173,246,81,114,163,888.24,12.24,73.6,21.02,94.79,-28.73,965.99,NA
2015-12-13 23:04:00,7650825,116,166,240,76,110,159,887.4,12.24,74.02,27.65,109.67,-28.47,970.86,NA
2015-12-13 23:05:00,7709672,116,162,229,76,106,151,888.56,12.29,74.16,22.68,99.59,-15.42,958.65,NA
2015-12-13 23:06:00,7768519,117,164,236,77,108,156,890.42,12.36,73.71,16.71,90.47,-14.91,969.97,NA
2015-12-13 23:07:00,7827367,113,160,232,75,106,154,883.4,12.44,73.26,19.37,101.99,-17.98,994.54,NA
2015-12-13 23:08:00,7886214,121,167,239,79,110,158,878.51,12.48,73.07,23.01,95.75,-20.54,995.23,NA
2015-12-13 23:09:00,7945062,117,167,241,77,110,160,878.79,12.5,72.76,17.71,88.55,-12.87,975.3,NA
2015-12-13 23:10:00,8003909,119,161,228,78,107,151,881.07,12.49,72.59,18.37,97.19,-18.49,982.7,NA
2015-12-13 23:11:00,8062757,117,163,238,77,108,158,872.88,12.52,72.84,19.7,95.75,-25.66,979.78,NA
2015-12-13 23:12:00,8121604,121,168,247,80,111,164,876.88,12.49,72.56,13.4,89.51,-20.8,987.73,NA
2015-12-13 23:13:00,8180451,115,161,233,76,106,154,884.56,12.45,72.82,20.69,99.59,-13.89,956.87,NA
2015-12-13 23:14:00,8239299,117,164,231,77,108,153,882.33,12.51,72.71,17.05,93.83,-15.68,963.23,NA
2015-12-13 23:15:00,8298147,119,165,239,78,109,158,876.32,12.57,72.25,17.05,89.99,-14.66,980.62,NA
2015-12-13 23:16:00,8356994,117,165,234,77,109,154,867.48,12.63,72.15,19.37,94.31,-26.94,995.36,NA
2015-12-13 23:16:00,8415841,113,159,228,74,105,151,874.92,12.69,72.15,18.37,95.27,-16.19,991.85,NA
2015-12-13 23:17:00,8474689,117,162,229,77,107,151,872.22,12.74,71.83,19.03,89.99,-20.03,1021.79,NA
2015-12-13 23:18:00,8533536,114,161,231,75,106,153,871.67,12.76,71.73,18.37,89.03,-8.52,1008.72,NA
2015-12-13 23:19:00,8592384,116,161,228,76,106,150,871.95,12.79,71.52,13.73,89.51,-11.84,1020.54,NA
2015-12-13 23:20:00,8651232,115,162,235,75,107,155,874.6,12.82,71.54,16.38,89.99,-27.19,1033.06,NA
2015-12-13 23:21:00,8710079,115,160,234,76,105,154,866.17,12.83,71.32,13.07,85.67,1.46,989.55,NA
2015-12-13 23:22:00,8768927,115,156,228,75,103,151,876.18,12.88,71.19,14.39,87.59,-28.22,1041.95,NA
2015-12-13 23:23:00,8827782,116,160,234,76,106,155,872.78,12.92,71.2,15.06,89.99,-14.91,1048.27,NA
2015-12-13 23:24:00,8886629,117,164,240,76,108,159,873.99,12.94,70.98,13.4,85.19,-9.54,1076.47,NA
2015-12-13 23:25:00,8945477,115,159,226,75,105,149,898.94,12.95,70.98,16.05,87.59,-19.77,1084.47,NA
2015-12-13 23:26:00,9004325,117,159,235,77,105,155,892.66,12.95,70.97,15.72,89.51,-6.98,1042.15,NA
2015-12-13 23:27:00,9063172,112,158,220,74,104,145,876.09,12.98,70.99,14.06,83.26,-14.14,1053.42,NA
2015-12-13 23:28:00,9122019,112,157,225,74,103,149,874.51,13.02,70.69,14.06,84.71,-19.26,1047.96,NA
2015-12-13 23:29:00,9180866,116,162,229,76,107,151,898.8,13.01,70.86,16.38,93.83,-22.08,1041.67,NA
2015-12-13 23:30:00,9239713,115,159,230,75,105,152,879.35,13.02,70.87,12.41,83.26,-12.87,1032.06,NA
2015-12-13 23:31:00,9298562,114,160,228,75,105,151,870.22,13.05,70.57,9.75,79.42,-13.12,1034.55,NA
2015-12-13 23:32:00,9357409,111,155,221,73,102,146,950.71,13.05,70.62,17.38,94.79,-4.68,1039.75,NA
2015-12-13 23:33:00,9416256,106,149,203,70,98,135,945.49,13.23,70.55,14.39,81.34,-20.29,1045.82,NA
2015-12-13 23:34:00,9475103,114,160,233,75,105,154,944.65,13.27,69.62,7.77,70.78,-10.56,1066.45,NA
2015-12-13 23:35:00,9533951,113,160,230,74,106,152,955.27,13.2,69.28,7.77,74.62,-10.31,1047.14,NA
2015-12-13 23:36:00,9592798,112,155,223,74,102,148,942,13.14,69.54,14.73,87.11,-21.05,1053.28,NA
2015-12-13 23:37:00,9651646,113,154,215,74,102,142,951.22,13.1,69.67,13.4,84.22,-12.87,1033.64,NA
2015-12-13 23:38:00,9710494,112,155,222,73,102,147,951.17,13.12,69.61,12.41,76.54,-28.47,1049.69,NA
2015-12-13 23:39:00,9769341,112,160,220,74,105,145,955.41,13.13,69.28,12.41,85.19,-10.05,1024.69,NA
2015-12-13 23:40:00,9828188,113,157,223,74,104,148,956.1,13.12,69.47,16.38,83.74,-10.05,1027.31,NA
2015-12-13 23:41:00,9887036,111,155,218,73,102,144,961.97,13.09,69.53,14.39,80.38,-17.21,1013.36,NA
2015-12-13 23:42:00,9945884,110,150,216,72,99,143,962.99,13.08,69.14,9.42,78.94,-4.42,997.32,NA
2015-12-13 23:43:00,10004731,111,156,229,73,103,151,952.75,13.08,69.06,14.73,81.34,-20.03,1020.21,NA
2015-12-13 23:44:00,10063578,111,156,216,72,103,143,959.78,13.09,69.14,15.06,88.07,-10.31,992.49,NA
2015-12-13 23:45:00,10122425,110,153,225,73,101,149,949.96,13.09,68.79,9.09,72.7,-15.17,1019.75,NA
2015-12-13 23:46:00,10181273,107,151,213,70,100,141,952.06,13.02,68.5,8.1,67.9,-4.68,998.76,NA
2015-12-13 23:47:00,10240120,107,149,212,70,98,140,930.41,12.91,68.33,4.78,70.3,-24.63,1001.89,NA
2015-12-13 23:48:00,10298968,105,148,211,68,98,139,942.05,12.85,68.26,7.1,73.66,-16.19,965.58,NA
2015-12-13 23:49:00,10357816,102,145,211,67,95,140,945.77,12.85,68.19,11.08,79.42,-18.24,954.99,NA
2015-12-13 23:50:00,10416663,104,145,209,70,98,136,892.05,12.83,68.01,9.09,71.26,-19.52,967.94,NA
2015-12-13 23:51:00,10475510,103,144,209,67,95,139,856.21,12.8,67.67,5.11,73.66,-8.77,957.6,NA
2015-12-13 23:52:00,10534365,103,141,202,67,93,134,874.6,12.77,68,14.06,87.59,-23.61,957.79,NA
2015-12-13 23:54:00,10652061,96,136,192,63,89,127,895.13,12.72,67.12,6.11,67.42,-14.91,946.32,NA
2015-12-13 23:55:00,10710908,98,137,196,64,90,130,877.11,12.77,67.35,15.39,83.26,-24.12,948.05,NA
2015-12-13 23:57:00,10828603,95,133,197,62,87,130,905.79,12.8,66.4,9.09,77.98,-30.26,992.99,NA
2015-12-13 23:59:00,10946297,92,131,188,60,86,124,883.49,12.85,65.46,0.47,62.14,-10.56,949.78,NA
2015-12-14 00:00:00,11005146,92,130,186,60,85,123,883.21,12.85,65.84,13.73,86.63,-24.12,980.1,NA
2015-12-14 00:01:00,11063993,91,127,188,59,84,124,880.51,12.81,66.14,9.42,73.66,-10.56,961.87,NA
2015-12-14 00:02:00,11122841,91,126,182,59,83,120,891.22,12.77,66.07,8.76,83.26,-27.96,970.62,NA
2015-12-14 00:03:00,11181688,91,128,193,60,84,127,847.79,12.75,66.35,12.41,77.02,-19.01,960.34,NA
2015-12-14 00:04:00,11240536,91,127,181,59,83,119,877.62,12.76,65.9,6.11,73.18,-4.68,936.75,NA
2015-12-14 00:05:00,11299383,89,126,181,58,83,120,867.85,12.77,65.85,15.39,84.22,-17.73,933.72,NA
2015-12-14 00:06:00,11358232,90,126,181,59,83,120,871.85,12.78,66.07,8.76,74.14,-17.47,961.19,NA
2015-12-14 00:07:00,11417079,89,125,182,58,82,120,871.99,12.77,65.96,11.74,78.94,-14.66,934.9,NA
2015-12-14 00:07:00,11475926,90,124,181,59,81,119,873.3,12.79,65.73,7.77,77.98,-21.31,935.42,NA
2015-12-14 00:08:00,11534774,89,123,176,58,81,116,890.01,12.78,65.39,4.12,72.22,-18.75,939.99,NA
2015-12-14 00:09:00,11593621,88,123,172,57,80,114,909.88,12.75,66,16.38,98.63,-14.66,917.03,NA
2015-12-14 00:10:00,11652469,86,121,190,56,79,125,888.24,12.67,65.92,4.12,71.74,-20.29,927.05,NA
2015-12-14 00:11:00,11711317,87,122,181,57,80,119,868.69,12.63,65.92,11.41,79.42,-12.1,887.97,NA
2015-12-14 00:12:00,11770165,88,122,176,58,80,116,857.42,12.61,65.35,3.12,73.18,-14.66,883.4,NA
2015-12-14 00:13:00,11829012,87,120,174,57,79,115,871.25,12.57,65.64,9.42,80.38,-19.26,883.47,NA
2015-12-14 00:14:00,11887859,86,122,183,56,80,121,854.54,12.54,66.09,14.73,86.15,-24.12,887.61,NA
2015-12-14 00:15:00,11946707,85,121,176,56,79,116,873.16,12.57,65.98,10.42,88.07,-13.38,878.32,NA
2015-12-14 00:16:00,12005555,86,122,182,56,81,120,865.29,12.59,65.89,11.41,81.34,-23.61,888.42,NA
2015-12-14 00:17:00,12064403,86,123,182,56,81,120,856.72,12.57,65.93,8.76,87.59,-16.7,881.74,NA
2015-12-14 00:18:00,12123250,87,121,178,57,80,118,860.4,12.53,66.2,13.4,91.43,-25.4,867.98,NA
2015-12-14 00:19:00,12182097,86,120,176,56,79,116,873.99,12.53,66.63,17.38,92.87,-17.73,858.05,NA
2015-12-14 00:20:00,12240945,84,116,174,55,76,115,855.09,12.54,66.72,16.05,88.55,-27.19,864.36,NA
2015-12-14 00:21:00,12299800,85,120,172,55,79,114,859.84,12.5,66.67,13.73,91.91,-18.49,846.59,NA
2015-12-14 00:22:00,12358649,84,120,172,55,79,114,881.02,12.43,66.7,9.42,81.82,-24.89,850.92,NA
2015-12-14 00:23:00,12417496,85,121,172,56,79,113,870.83,12.4,66.4,9.75,82.3,-23.87,838.35,NA
2015-12-14 00:24:00,12476343,87,121,174,57,79,115,876.74,12.36,66.52,15.06,90.95,-15.94,815.95,NA
2015-12-14 00:25:00,12535190,83,117,174,54,77,115,867.15,12.32,66.95,17.71,94.31,-19.01,814.24,NA
2015-12-14 00:26:00,12594037,84,118,178,55,77,117,866.59,12.32,66.94,10.75,89.99,-9.03,798.75,NA
2015-12-14 00:27:00,12652885,86,120,182,56,79,121,868.97,12.31,66.7,12.07,88.55,-15.94,812.27,NA
2015-12-14 00:28:00,12711733,84,119,183,55,78,121,868.97,12.29,66.88,16.38,91.91,-29.24,835.38,NA
2015-12-14 00:29:00,12770581,86,121,181,56,79,119,876.97,12.3,66.56,12.41,87.11,-10.05,789.78,NA
2015-12-14 00:30:00,12829428,85,121,175,56,79,115,873.43,12.28,66.69,15.72,89.03,-27.45,803.79,NA
2015-12-14 00:31:00,12888275,85,120,178,56,79,117,872.36,12.27,66.78,16.38,97.19,-15.17,789.57,NA
2015-12-14 00:32:00,12947122,84,120,182,55,79,120,870.41,12.24,66.95,13.73,89.99,-27.7,806.8,NA
2015-12-14 00:33:00,13005970,85,119,180,55,78,119,874.27,12.22,66.85,14.39,91.43,-21.31,791.95,NA
2015-12-14 00:34:00,13064818,86,123,181,56,81,120,873.9,12.2,67.02,15.06,99.11,-24.38,785.52,NA
2015-12-14 00:35:00,13123666,85,118,173,55,77,114,876.79,12.18,67.38,21.35,102.47,-13.38,760.08,NA
2015-12-14 00:36:00,13182513,83,118,168,54,77,111,883.07,12.17,67.47,11.74,83.74,-20.29,772.54,NA
2015-12-14 00:37:00,13241360,82,117,172,54,77,114,871.95,12.15,66.96,14.06,85.19,-19.52,779.8,NA
2015-12-14 00:38:00,13300207,85,121,173,55,79,114,869.48,12.14,66.72,12.74,87.11,-20.29,765.71,NA
2015-12-14 00:39:00,13359055,84,120,173,55,78,114,876.32,12.14,66.99,18.04,100.07,-38.96,796.36,NA
2015-12-14 00:40:00,13417903,86,124,183,56,81,121,873.25,12.15,67.13,18.04,95.75,-11.84,752.52,NA
2015-12-14 00:41:00,13476750,83,117,178,54,77,118,891.4,12.17,67.31,22.02,96.71,-27.19,787.11,NA
2015-12-14 00:42:00,13535598,85,120,174,55,79,115,879.16,12.22,67.2,14.73,98.63,-16.7,767.17,NA
2015-12-14 00:43:00,13594445,85,121,176,55,79,116,875.99,12.24,67.42,23.01,100.55,-37.43,812.97,NA
2015-12-14 00:44:00,13653292,85,120,175,56,79,116,876.65,12.28,67.72,21.69,108.23,-23.61,799.08,NA
2015-12-14 00:45:00,13712141,87,123,183,57,81,121,877.21,12.27,67.93,19.37,98.63,-23.36,800.8,NA
